Transaction ID,Customer ID,Order Timestamp,Channel,Revenue,Product
TXN100205,CUST1630,2026-05-25 22:59:00,Meta Ads,44.17,Accent Chair
TXN100103,CUST3244,2026-05-13 07:19:00,Google Ads,61.17,Accent Chair
TXN100067,CUST3306,2026-05-08 10:04:00,Meta Ads,59.38,Wall Art Print
TXN100023,CUST3390,2026-05-03 19:23:00,Meta Ads,29.9,Table Lamp
TXN100745,CUST4285,2026-07-27 07:24:00,Google Ads,173.78,Storage Basket
TXN100464,CUST4061,2026-06-24 22:13:00,Meta Ads,18.3,Table Lamp
TXN100511,CUST4839,2026-06-29 10:02:00,Google Ads,89.15,Candle Set
TXN100333,CUST1214,2026-06-09 17:04:00,Meta Ads,92.88,Storage Basket
TXN100351,CUST1566,2026-06-11 15:03:00,Organic,45.21,Area Rug
TXN100254,CUST1258,2026-05-30 21:58:00,Google Ads,122.27,Accent Chair
TXN100468,CUST2692,2026-06-25 17:45:00,Google Ads,,Area Rug
TXN100657,CUST4122,2026-07-16 08:02:00,Organic,18.49,Throw Blanket
TXN100470,CUST1646,2026-06-25 20:41:00,Email,29.66,Area Rug
TXN100162,CUST1494,2026-05-20 13:20:00,Google Ads,25.53,Throw Blanket
TXN100375,CUST2960,2026-06-13 12:51:00,Email,140.8,Wall Mirror
TXN100600,CUST2472,2026-07-09 09:06:00,Meta Ads,99.89,Table Lamp
TXN100065,CUST3751,2026-05-08 16:29:00,Google Ads,34.79,Storage Basket
TXN100421,CUST4918,2026-06-19 16:30:00,Google Ads,45.59,Table Lamp
TXN100670,CUST2225,2026-07-18 11:24:00,Google Ads,61.89,Wall Mirror
TXN100204,CUST4739,2026-05-24 10:29:00,Email,58.25,Throw Blanket
TXN100527,CUST3967,2026-07-01 13:03:00,Google Ads,38.72,Accent Chair
TXN100625,CUST1579,2026-07-12 19:26:00,Google Ads,109.53,Bookshelf
TXN100720,CUST3325,2026-07-25 08:27:00,Google Ads,168.65,Wall Mirror
TXN100710,CUST2244,2026-07-23 14:29:00,Meta Ads,31.58,Storage Basket
TXN100225,CUST3883,2026-05-28 10:28:00,Meta Ads,102.47,Wall Mirror
TXN100210,CUST1010,2026-05-25 16:46:00,Google Ads,107.54,Accent Chair
TXN100716,CUST4983,2026-07-24 11:45:00,Email,92.23,Accent Chair
TXN100498,CUST1227,2026-06-28 21:08:00,Meta Ads,141.99,Wall Art Print
TXN100307,CUST4302,2026-06-05 18:04:00,Organic,96.66,Candle Set
TXN100683,CUST3328,2026-07-20 20:23:00,Organic,17.8,Wall Art Print
TXN100170,CUST1267,2026-05-21 19:31:00,Google Ads,102.01,Throw Blanket
TXN100660,CUST2752,2026-07-17 13:44:00,Email,135.53,Wall Mirror
TXN100367,CUST3943,2026-06-13 11:18:00,Meta Ads,25.37,Candle Set
TXN100574,CUST1436,2026-07-05 09:00:00,Google Ads,53.07,Accent Chair
TXN100355,CUST4729,2026-06-11 14:52:00,Google Ads,70.72,Area Rug
TXN100728,CUST4423,2026-07-25 17:09:00,Google Ads,46.38,Throw Blanket
TXN100414,CUST2026,2026-06-18 13:40:00,ORGANIC,41.05,Wall Art Print
TXN100231,CUST2882,2026-05-29 15:42:00,Meta Ads,54.15,Ceramic Vase
TXN100047,CUST2683,2026-05-06 21:55:00,Google Ads,112.32,Ceramic Vase
TXN100501,CUST4054,2026-06-28 13:37:00,Organic,,Throw Blanket
TXN100241,CUST3776,2026-05-29 11:40:00,Meta Ads,56.44,Throw Blanket
TXN100400,CUST2823,2026-06-17 09:51:00,Organic,166.23,Storage Basket
TXN100627,CUST3840,2026-07-12 12:35:00,Meta Ads,40.33,Wall Mirror
TXN100248,CUST1308,2026-05-30 11:48:00,Meta Ads,63.29,Table Lamp
TXN100456,CUST4553,2026-06-24 15:39:00,Meta Ads,28.38,Area Rug
TXN100206,CUST2119,2026-05-25 20:53:00,Meta Ads,68.94,Area Rug
TXN100372,CUST1276,2026-06-13 18:15:00,Google Ads,179.74,Throw Blanket
TXN100109,CUST3357,2026-05-14 13:45:00,Organic,63.56,Candle Set
TXN100220,CUST4201,2026-05-27 15:21:00,GOOGLE ADS,78.08,Bookshelf
TXN100291,CUST4123,2026-06-03 15:36:00,Google Ads,86.19,Table Lamp
TXN100002,CUST1419,2026-05-01 09:37:00,Google Ads,72.9,Candle Set
TXN100329,CUST2845,2026-06-08 10:51:00,Email,115.98,Storage Basket
TXN100508,CUST1912,2026-06-29 07:48:00,Meta Ads,33.94,Ceramic Vase
TXN100719,CUST3070,2026-07-25 11:40:00,META ADS,110.8,Candle Set
TXN100553,CUST4929,2026-07-03 19:29:00,Google Ads,94.11,Bookshelf
TXN100404,CUST1969,2026-06-18 22:01:00,Meta Ads,66.9,Storage Basket
TXN100537,CUST3304,2026-07-02 14:47:00,Google Ads,128.87,Wall Mirror
TXN100262,CUST3808,2026-05-31 18:34:00,Google Ads,97.84,Storage Basket
TXN100389,CUST4241,2026-06-16 08:04:00,Google Ads,35.81,Candle Set
TXN100145,CUST2422,2026-05-18 20:42:00,Meta Ads,90.36,Storage Basket
TXN100441,CUST1815,2026-06-22 19:32:00,Meta Ads,55.64,Ceramic Vase
TXN100641,CUST4526,2026-07-14 20:10:00,Meta Ads,50.94,Bookshelf
TXN100187,CUST2793,2026-05-23 09:38:00,Meta Ads,160.39,Ceramic Vase
TXN100053,CUST2989,2026-05-06 22:13:00,Google Ads,73.25,Candle Set
TXN100356,CUST4811,2026-06-12 07:26:00,Organic,94.55,Ceramic Vase
TXN100246,CUST4401,2026-05-30 12:16:00,Organic,20.27,Area Rug
TXN100765,CUST4967,2026-07-29 18:14:00,Google Ads,39.02,Bookshelf
TXN100435,CUST1440,2026-06-21 20:08:00,Google Ads,127.41,Accent Chair
TXN100576,CUST2765,2026-07-06 21:35:00,Google Ads,43.91,Wall Art Print
TXN100183,CUST3652,2026-05-22 11:58:00,Meta Ads,58.46,Accent Chair
TXN100493,CUST3440,2026-06-27 09:33:00,Meta Ads,58.58,Area Rug
TXN100718,CUST4668,2026-07-24 18:29:00,Google Ads,52.87,Throw Blanket
TXN100759,CUST1726,2026-07-29 17:03:00,Google Ads,141.26,Ceramic Vase
TXN100059,CUST4765,2026-05-07 12:03:00,Meta Ads,134.64,Wall Art Print
TXN100444,CUST2609,2026-06-22 16:37:00,Google Ads,64.29,Storage Basket
TXN100654,CUST2629,2026-07-16 13:27:00,Meta Ads,72.74,Table Lamp
TXN100361,CUST2921,2026-06-12 21:39:00,Meta Ads,63.82,Ceramic Vase
TXN100050,CUST2837,2026-05-06 11:27:00,Google Ads,32.66,Wall Mirror
TXN100313,CUST1996,2026-06-06 20:37:00,Organic,115.01,Candle Set
TXN100721,CUST2069,2026-07-25 17:59:00,Google Ads,202.61,Candle Set
TXN100138,CUST2939,2026-05-17 10:36:00,Google Ads,110.27,Table Lamp
TXN100632,CUST1338,2026-07-13 07:50:00,Meta Ads,33.53,Table Lamp
TXN100487,CUST1254,2026-06-26 10:29:00,Meta Ads,136.5,Accent Chair
TXN100276,CUST2746,2026-06-01 10:31:00,Organic,103.57,Area Rug
TXN100396,CUST2022,2026-06-17 10:01:00,Meta Ads,79.93,Wall Mirror
TXN100740,CUST2747,2026-07-26 12:22:00,Google Ads,59.53,Table Lamp
TXN100130,CUST2613,2026-05-16 07:05:00,Google Ads,53.55,Candle Set
TXN100697,CUST1120,2026-07-20 17:51:00,Meta Ads,86.03,Candle Set
TXN100215,CUST4176,2026-05-26 20:02:00,Google Ads,48.26,Storage Basket
TXN100275,CUST3635,2026-06-01 07:03:00,Google Ads,105.94,Area Rug
TXN100013,CUST4503,2026-05-02 14:55:00,Email,91.51,Throw Blanket
TXN100633,CUST2125,2026-07-13 14:34:00,Google Ads,34.98,Accent Chair
TXN100235,CUST2575,2026-05-29 22:06:00,Google Ads,32.85,Table Lamp
TXN100478,CUST4642,2026-06-26 11:54:00,Meta Ads,162.72,Wall Art Print
TXN100473,CUST4025,2026-06-25 08:58:00,Google Ads,73.08,Wall Mirror
TXN100188,CUST4008,2026-05-23 17:38:00,Organic,44.71,Accent Chair
TXN100239,CUST4411,2026-05-29 16:49:00,Meta Ads,52.65,Table Lamp
TXN100734,CUST2524,2026-07-26 09:37:00,Organic,83.2,Bookshelf
TXN100418,CUST4538,2026-06-19 07:05:00,Google Ads,34.82,Ceramic Vase
TXN100348,CUST4955,2026-06-11 22:57:00,Google Ads,148.59,Table Lamp
TXN100630,CUST4339,2026-07-13 19:35:00,Google Ads,31.26,Wall Art Print
TXN100761,CUST4525,2026-07-29 18:04:00,Organic,83.76,Storage Basket
TXN100242,CUST3647,2026-05-29 08:19:00,Organic,20.22,Area Rug
TXN100763,CUST2321,2026-07-29 11:10:00,Google Ads,38.82,Candle Set
TXN100297,CUST3955,2026-06-04 17:49:00,Google Ads,107.22,Bookshelf
TXN100572,CUST2009,2026-07-05 09:05:00,Google Ads,61.01,Accent Chair
TXN100437,CUST3335,2026-06-21 13:23:00,Google Ads,98.61,Wall Art Print
TXN100535,CUST3036,2026-07-01 21:06:00,Meta Ads,52.87,Area Rug
TXN100578,CUST3445,2026-07-06 17:55:00,Meta Ads,41.45,Candle Set
TXN100126,CUST4009,2026-05-16 14:31:00,Meta Ads,58.73,Table Lamp
TXN100764,CUST4934,2026-07-29 22:41:00,Meta Ads,83.78,Storage Basket
TXN100057,CUST4967,2026-05-06 08:37:00,Google Ads,125.54,Wall Art Print
TXN100502,CUST2411,2026-06-28 09:34:00,Google Ads,113.36,Ceramic Vase
TXN100639,CUST1356,2026-07-14 21:55:00,Organic,124.25,Throw Blanket
TXN100349,CUST4879,2026-06-11 21:29:00,Google Ads,71.56,Accent Chair
TXN100383,CUST2504,2026-06-14 15:51:00,Meta Ads,49.56,Throw Blanket
